Text,Prediction,Actual
moo's,Desserts,Desserts
noodle shack,Chinese,Chinese
the tasty kebabs and chicken,Fast Food,Fast Food
china red,Chinese,Chinese
the sweet shake shack @ vapour love,Desserts,Desserts
city chicken and pizza,Fast Food,Fast Food
jimmy chinese takeaway,Chinese,Chinese
beijing city,Chinese,Chinese
snowflakes dessert bar,Desserts,Desserts
moocau desserts,Desserts,Desserts
yummy's chinese takeaway,Chinese,Chinese
dixie chicken and pizza,Fast Food,Fast Food
chopsticks chinese takeaway,Chinese,Chinese
town chicken and pizza,Fast Food,Fast Food
.cn chinese restaurant,Chinese,Chinese
surprise pizza and chicken kebab,Fast Food,Fast Food
gourmet burgers and pizza,Fast Food,Fast Food
china pot,Chinese,Chinese
dessertology,Desserts,Desserts
munchies dessert bar,Desserts,Desserts
chews noodle bar,Chinese,Chinese
dessert spot,Desserts,Desserts
china inn,Chinese,Chinese
max's kebabs and chicken,Fast Food,Fast Food
cakeaway desserts and milkshakes,Desserts,Desserts
china city,Chinese,Chinese
la's dessert parlour,Desserts,Desserts
noodles miantiao,Chinese,Chinese
best sandwich shop,Sand/Caf/Bake,Sand/Caf/Bake
omg desserts,Desserts,Desserts
capri pizzaxxunk kebabs and fried chicken,Fast Food,Fast Food
beijing garden,Chinese,Chinese
best kebab and burger bar,Fast Food,Fast Food
big scoops,Desserts,Desserts
noakes kebabs and burgers,Fast Food,Fast Food
shahbaz tandoori,Indian,Indian
simple chinese,Chinese,Chinese
6m desserts,Desserts,Desserts
go go wok,Chinese,Chinese
wok chi,Chinese,Chinese
dessertsxxunk cakes and shakes,Desserts,Desserts
cake away desserts and milkshakes,Desserts,Desserts
mings chinese takeaway,Chinese,Chinese
china garden,Chinese,Chinese
maxy express chickenxxunk pizza and burgers,Fast Food,Fast Food
new china garden,Chinese,Chinese
haruns kebabxxunk burger and pizza house,Fast Food,Fast Food
desserts direct,Desserts,Desserts
dessert rush,Desserts,Desserts
punjabi dhaba,Indian,Indian
gelato 41,Desserts,Desserts
dessert factory,Desserts,Desserts
dixy chicken,Chicken,Chicken
secrets gelato-go,Desserts,Desserts
the raj of india,Indian,Indian
lucky star chinese takeaway,Chinese,Chinese
mold kebabxxunk burger and pizza house,Fast Food,Fast Food
dessert lab,Desserts,Desserts
flying noodles,Chinese,Chinese
new china star,Chinese,Chinese
cakes and shakes,Desserts,Desserts
farm fried chicken burgers and pizza,Fast Food,Fast Food
gurkha tandoori,Indian,Indian
wings chinese,Chinese,Chinese
coco's dessert factory,Desserts,Desserts
wok n go,Chinese,Chinese
cake and shakes indulgence,Desserts,Desserts
sweet daze desserts,Desserts,Desserts
peking noodle bar,Chinese,Chinese
zhan xung chinese,Chinese,Chinese
shakes and cakes,Desserts,Desserts
canton chinese take away,Chinese,Chinese
istanbul kebab pizza and burgers,Fast Food,Fast Food
kings kebab pizza and chicken,Fast Food,Fast Food
china sky,Chinese,Chinese
dessert parlour,Desserts,Desserts
yufa pizzaxxunk kebabs and fried chicken,Fast Food,Fast Food
yummy yummy chinese restaurant,Chinese,Chinese
wang's chinese takeaway,Chinese,Chinese
sweet g's desserts,Desserts,Desserts
shake 'n' cake,Desserts,Desserts
mayling chinese,Chinese,Chinese
swirls desserts,Desserts,Desserts
new hot wok noodle bar,Chinese,Chinese
shakes n cakes,Desserts,Desserts
mexi pizza kebab and burgers,Fast Food,Fast Food
happy garden chinese takeaway,Chinese,Chinese
golden noodle,Chinese,Chinese
ice n cream,Desserts,Desserts
focus chinese,Chinese,Chinese
sweet the dessert shop,Desserts,Desserts
london pizzaxxunk kebabs and fried chicken,Fast Food,Fast Food
torsway chinese,Chinese,Chinese
chocoberry,Desserts,Desserts
ice 32 desserts and milkshakes,Desserts,Desserts
westview chinese,Chinese,Chinese
wong's chinese takeaway,Chinese,Chinese
double luck chinese,Chinese,Chinese
the crepe factory,Desserts,Desserts
new wok chinese takeaway,Chinese,Chinese
teddylicious desserts,Desserts,Desserts
m.y chinese,Chinese,Chinese
la gelato,Desserts,Desserts
yang's chinese restaurant,Chinese,Chinese
creams,Desserts,Desserts
luca's pizzas kebabs and burgers,Fast Food,Fast Food
burgersxxunk pizzas and kebabs,Fast Food,Fast Food
icestone gelato,Desserts,Desserts
golden grill kebabxxunk pizzaxxunk burger and fried chicken,Fast Food,Fast Food
ishmails indian spice,Indian,Indian
scoopid desserts,Desserts,Desserts
shanghai wok,Chinese,Chinese
sweet cream,Desserts,Desserts
cake and shake,Desserts,Desserts
noodle n rice,Chinese,Chinese
yo china,Chinese,Chinese
gelato creamery,Desserts,Desserts
chinese 2 go,Chinese,Chinese
mr gelato,Desserts,Desserts
sweet dreams desserts,Desserts,Desserts
jumbo chinese,Chinese,Chinese
crepe fresh,Desserts,Desserts
papa's crepes,Desserts,Desserts
curry india tandoori,Indian,Indian
happy noodles,Chinese,Chinese
wok noodle,Chinese,Chinese
wok wow noodle bar,Chinese,Chinese
wei wei chinese,Chinese,Chinese
icegem gelato,Desserts,Desserts
creamies desserts,Desserts,Desserts
chinese way,Chinese,Chinese
scooperb,Desserts,Desserts
scoops 'n' treats,Desserts,Desserts
chinese garden,Chinese,Chinese
sprinkles gelato,Desserts,Desserts
dream gelato,Desserts,Desserts
lucky china,Chinese,Chinese
noodle 8,Chinese,Chinese
happy garden chinese,Chinese,Chinese
wei fung chinese,Chinese,Chinese
